,input,answer
2773,"The Organ Mountains are a mountain range in the U.S. state of New Mexico, located about 15 miles (24 km) east of Las Cruces and 30 miles (48 km) southwest of Alamogordo. They are part of the San Andres Range, which is a subrange within the Rocky Mountain System's Colorado Plateau province.[1] The highest peak in this range is Sierra de las Uvas at an elevation of 9,768 feet (2979 m).[2]",['southern New Mexico']
2774,"The power of appropriation is the ability to create bills that authorize spending. This power is given to Congress by Article I, Section 7 of the Constitution.",['raising revenue']
2775,"The hobbits in the Lord of the Rings were played by a group of actors. They included Elijah Wood, Sean Astin, and Ian Holm.","['Dominic Monaghan', 'Ian Holm', 'Sean Astin', 'Elijah Wood as Frodo Baggins', 'Billy Boyd', 'Elijah Wood']"
2776,"The United States joined World War I in 1917. President Woodrow Wilson declared war on Germany after the sinking of the RMS Lusitania, a British passenger ship that was torpedoed by a German submarine.","['April 1917', 'April 6, 1917', 'in April 1917']"
2777,"The three-point line was introduced in the NBA in 1979. It was first used by the ABA, which had a shorter distance from the basket than today's NBA. In 1983, it became an official rule for all levels of basketball and has been used ever since then.","['1961', '1945']"
2778,"The Colorado River has carved the Grand Canyon in the United States through a process called erosion. Erosion is when water, wind and ice wear away at rocks to create valleys, canyons and other landforms.",['erosion']
2779,"The rate limiting enzyme of the Krebs cycle is pyruvate dehydrogenase. This enzyme catalyzes the conversion of pyruvate to acetyl-CoA, which is then used in further reactions within the Krebs cycle.",['Isocitrate dehydrogenase']
2780,"The House of Representatives has a term limit of 2 years, while the Senate has a term limit of 6 years.","['Unlimited six-year terms', 'Unlimited two-year terms']"
2781,"The FTP header is a line of text that contains information about the file transfer protocol. It includes the name of the server, its IP address and port number, as well as other details such as whether or not encryption is being used.",['all transmissions']
2782,"The Ohio State Buckeyes have the most Big Ten championships in football with 34. They are followed by Michigan and Penn State, who each have 29 titles.",['Michigan']
2783,"The SS is a prefix that stands for ""Ship's Service"" and it is used to denote the ship's service. It can be found on naval ships, aircraft carriers, submarines and other vessels.",['Single-screw Steamship']
2784,"The hormone that is released from the ruptured follicle or corpus luteum is estrogen. Estrogen helps to regulate the menstrual cycle and also plays a role in maintaining bone density, libido, and mood.","['estrogen', 'estradiol', 'inhibin A', 'progesterone']"
2785,"The elves go to the boat in Lord of the Rings. They are a group of people who live on an island called ""The Island"" and they have been living there for many years.",['Valinor']
2786,"Paris Saint-Germain has won the Champions League 10 times. The first time was in 1986, when they beat Bayern Munich in the final. They have also won it twice since then, most recently in 2020 against Liverpool FC.",['46']
2787,"The Georgia State Panthers football team represents Georgia State University in the sport of American football. The Panthers compete in the Football Bowl Subdivision (FBS) of the National Collegiate Athletic Association (NCAA) and are members of Conference USA. They play their home games at Center Parc Stadium, which has a capacity for 25,000 fans.",['2010']
2788,"Roger Federer has won the Australian Open men's singles title a record 20 times. He is also one of only two players to have won all four Grand Slam titles in a single calendar year, having done so in 2017.",['Roger Federer']
2789,"The longest English word in the dictionary is ""antidisestablishmentarianism"". It has 28 letters and means opposition to the disestablishment of a state church.","['Methionylglutaminylarginyltyrosylglutamyl...serine', 'pneumonoultramicroscopicsilicovolcanoconiosis', 'Pneumonoultramicroscopicsilicovolcanoconiosis']"
2790,"The Wimbledon game is held in London, England. It is the oldest tennis tournament in the world and has been played every year since 1877.","['London', 'Wimbledon, London']"
2791,"Leonardo DiCaprio won the Oscar for Best Actor in 1998 for his role as Jack Dawson in Titanic. He was nominated alongside Billy Bob Thornton, Tom Hanks, and Ralph Fiennes.",['Jack Nicholson']
2792,The America's Cup was won by Australia II in 1983. This victory marked the first time that a foreign team had won the cup since it began in 1851.,['1983']
2793,"Lebron James has scored 31,619 points in his career. He is the all-time leading scorer for the Cleveland Cavaliers and Miami Heat.","['31,038']"
2794,"Sound travels fastest in a solid. The speed of sound is 340 m/s in air, and it is about 1580 m/s through steel.",['solids']
2795,"The Cat in the Hat knows a lot about space movie is an American animated film based on the book of the same name by Dr. Seuss. It was released on March 20, 1998 and received mixed reviews from critics but was a box office success, grossing $34 million worldwide against its $5 million budget.",['Space is the Place']
2796,"The Back in Black album was released on July 20, 1980. It is the sixth studio album by Australian hard rock band AC/DC and their first with lead singer Brian Johnson. The album features a cover of ""Back in Black"" which was originally recorded by Johnny Winter for his Live Bootleg record from 1976.","['Brian Johnson', 'Malcolm Young', 'Cliff Williams']"
2797,The race in Grease took place at Rydell High School. It was a school dance that the T-Birds and Pink Ladies attended.,['Thunder Road']
2798,"Bennie and the Jets was released in 1973. It is a song by Elton John, written for his album Goodbye Yellow Brick Road. The song reached number one on the Billboard Hot 100 chart in December of that year, making it John's first single to reach number one on that chart since ""Crocodile Rock"" had done so earlier in 1972.","['in 1973', '4 February 1974', '1974', '1973']"
2799,"The Witch and the Hundred Knight 2 is a sequel to the original game, which was released in Japan on March 19, 2015. It will be available for PlayStation Vita and PlayStation TV in North America on October 30th.","['March 27, 2018', 'March 2018']"
2800,"Jack Skellington is played by Chris Sarandon. He was born in 1942 and has been acting since the early 70s. His most famous role is as the voice of Jack Skellington in The Nightmare Before Christmas, which he also wrote and directed.","['Danny Elfman', 'Chris Sarandon']"
